p150,1.0,-1.8
p146,18.0,-6.3
p145,14.0,-6.2
p144,9.5,-6.8
p143,1.2,-5.2
p149,1.2,-1.8
p148,7.8,-4.0
p147,1.2,-4.8
s211,19.0,-7.0
s210,18.5,-7.5
s206,9.5,-7.5
s205,9.0,-7.5
s208,9.0,-7.0
s207,8.5,-7.0
s202,18.0,-2.5
s201,18.0,-1.5
s204,8.5,-7.5
s203,9.0,-8.0
s209,9.5,-7.0
s200,18.5,-2.5
s231,3.5,-11.5
s110,6.0,-12.0
s230,13.5,-11.5
s233,3.0,-12.0
s112,16.0,-12.0
s232,4.0,-12.0
s111,11.0,-12.0
s107,16.0,-11.0
s228,14.5,-11.5
s106,11.0,-11.0
s227,13.5,-12.0
s109,1.0,-12.0
s108,21.0,-11.0
s229,14.0,-11.5
s103,21.0,-10.0
s224,14.0,-12.5
s223,8.0,-11.0
s102,20.0,-10.0
s105,6.0,-11.0
s226,14.0,-12.0
s104,1.0,-11.0
s225,14.5,-12.0
s220,7.5,-11.0
s222,8.0,-11.5
s101,19.0,-10.0
s221,8.0,-12.0
s100,18.0,-10.0
s217,7.0,-11.5
s216,18.0,-6.5
s219,7.5,-11.5
s218,7.5,-12.0
s213,18.0,-7.0
s212,18.5,-7.0
s215,18.5,-6.5
s214,19.0,-6.5
s132,9.0,-15.0
s131,8.0,-15.0
s134,11.0,-15.0
s133,10.0,-15.0
s130,7.0,-15.0
s129,6.0,-15.0
s128,5.0,-15.0
s125,2.0,-15.0
s124,1.0,-15.0
s127,4.0,-15.0
s126,3.0,-15.0
s121,11.0,-14.0
s120,6.0,-14.0
s123,21.0,-14.0
s122,16.0,-14.0
s240,19.5,-14.0
s239,19.0,-14.0
s118,21.0,-13.0
s238,19.5,-13.0
s117,16.0,-13.0
s119,1.0,-14.0
s114,1.0,-13.0
s235,3.0,-12.5
s234,4.0,-12.5
s113,21.0,-12.0
s237,19.0,-13.0
s116,11.0,-13.0
s236,18.5,-13.5
s115,6.0,-13.0
s154,15.0,-3.0
s153,14.0,-1.0
s156,12.0,-2.0
s155,13.0,-4.0
s150,10.0,-3.0
s152,7.0,-2.0
s151,8.0,-4.0
s147,3.0,-4.0
s146,5.0,-3.0
s149,9.0,-1.0
s148,2.0,-2.0
s143,20.0,-15.0
s142,19.0,-15.0
s145,4.0,-1.0
s144,21.0,-15.0
s141,18.0,-15.0
s140,17.0,-15.0
s139,16.0,-15.0
