2111_2312,1949015.85752205,366173.295857774
2215_2326,1949015.43477262,366314.543842171
2111_2312,1949015.85752205,366173.295857774
2112_2313,1949067.26385337,366173.97225687
2112_2313,1949067.26385337,366173.97225687
2113_2314,1949134.90376299,366173.97225687
2114_2315,1948594.97875316,366191.373680494
2115_17289,1948594.56445871,366033.268562371
2208_2322,1948851.55398566,366531.907598147
2209_2316,1948851.61739807,366410.620785204
2203_2317,1948603.73780439,366605.573166844
2204_2318,1948680.415,366608.9963
4547_23184,1949764.14107863,374082.126150658
4640_17251,1949752.6916,374197.3403
Node_45884057755,1950761.23547045,378235.63304951
Node_4588966457,1950822.52411642,378243.745373753
Node_45884057755,1950761.23547045,378235.63304951
Node_4588966958,1950207.35047627,378211.593441342
8641_10343,1952469.73165595,358545.744078566
8643_10345,1952530.36948213,358596.756475046
8643_10345,1952530.36948213,358596.756475046
8742_9711,1952612.34460493,359074.483494869
1806_4674,1953682.95377404,360343.04698648
1840_10493,1953682.33317516,360360.778382949
8705_1122,1952803.38870768,359727.938526052
8706_1123,1952865.52131509,359801.089866299
8706_1123,1952865.52131509,359801.089866299
8800_1133,1952888.74363514,359852.695021957
8800_1133,1952888.74363514,359852.695021957
8801_1134,1952937.76853301,359948.164559922
8801_1134,1952937.76853301,359948.164559922
8802_1135,1952990.42595004,360057.565070924
1800_4669,1953073.81988159,360222.701569027
8802_1135,1952990.42595004,360057.565070924
1704_1180,1947623.21822775,359664.494259855
1712_1193,1947603.94569513,359385.331576491
1704_1180,1947623.21822775,359664.494259855
1809_1201,1947629.32827818,359781.865025882
1100_2551,1947652.28225142,360299.446675319
1808_1200,1947640.20664499,360029.69362541
1808_1200,1947640.20664499,360029.69362541
1809_1201,1947629.32827818,359781.865025882
1710_2484,1948443.482,364859.4417
1743_12569,1948445.49139485,364659.480182429
1445_9596,1948246.43886613,362698.00833573
1450_12570,1948246.63702993,362824.132987521
1840_8365,1942470.98073137,370770.540007682
1843_12583,1942560.724,370768.4218
4741_8509,1949963.93132935,369614.223975528
4847_12584,1950005.86807331,369772.501364046
4847_12584,1950005.86807331,369772.501364046
4848_12585,1950005.26856431,370047.457921335
2445_12600,1949181.70147043,372356.924140614
2450_22785,1948766.8185529,372924.033982451
2444_7790,1949195.11329462,372734.866546509
2445_12600,1949181.70147043,372356.924140614
2446_12601,1948998.99608215,372356.439127264
2449_22784,1948522.21582878,372926.170816274
2443_7789,1948938.4389,372732.7163
2446_12601,1948998.99608215,372356.439127264
2447_12602,1948718.15731014,372356.283464824
2450_22785,1948766.8185529,372924.033982451
2444_7790,1949195.11329462,372734.866546509
2447_12602,1948718.15731014,372356.283464824
2803_2773,1933137.33498209,370068.22941776
2840_12604,1933136.20823741,370321.193481035
1140_12608,1953277.40570001,365786.997063049
8143_8873,1952872.92785522,365617.880311769
7749_12899,1952232.65120429,364968.025061315
7840_8901,1951818.56010171,364960.82600305
4109_17281,1950469.81794823,365766.575114903
4110_2349,1950470.6634471,365819.418794296
2106_2309,1948805.04351533,366033.435682378
2115_17289,1948594.56445871,366033.268562371
2803_17378,1948803.538,365145.2924
2804_2507,1948994.23010082,365148.605715643
5503_17445,1950495.0521078,363580.187334148
5640_9093,1950617.56777827,363701.666625924
1200_20930,1937125.795,377318.6874
8201_21514,1936829.772,377260.4777
8200_21515,1936534.46804279,377207.592139535
8201_21514,1936829.772,377260.4777
7201_21516,1936233.92654471,377150.765545559
8200_21515,1936534.46804279,377207.592139535
7200_21517,1935939.53824471,377096.713923263
7201_21516,1936233.92654471,377150.765545559
6205_21518,1935806.82606865,377071.742073762
7200_21517,1935939.53824471,377096.713923263
6205_21518,1935806.82606865,377071.742073762
6240_22795,1935676.36089575,376950.172253559
4601_2668,1934456.32073613,374455.911595532
4700_21519,1933974.48913167,374612.66130019
5100_21520,1929428.54839657,376004.833631977
5800_2849,1929723.45841764,375912.721114564
8403_21521,1931823.11920001,372920.091615442
8502_2723,1931829.451,373182.6944
8403_21521,1931823.11920001,372920.091615442
Node_36500486924,1931822.89892651,372863.286473763
1500_2928,1937817.4413754,373395.138506408
1502_21522,1937642.1204744,373451.693635763
3200_21524,1939139.37483552,371763.534410565
4202_21525,1939454.19838893,371762.120532331
4200_2962,1939753.94057451,371765.890874288
4202_21525,1939454.19838893,371762.120532331
1320_21527,1947744.64320116,366941.273608809
8301_2402,1947570.19300457,366972.47119603
1320_21527,1947744.64320116,366941.273608809
1321_21528,1948045.22240558,366942.390554633
1321_21528,1948045.22240558,366942.390554633
1322_21529,1948222.18531913,366944.588851696
2705_21531,1948679.53,364893.7703
2815_2516,1948677.717,365017.4112
1609_21533,1947785.74895222,364171.03141078
1700_2470,1947785.87742841,364295.981611797
2448_21724,1948475.01377083,373409.90078726
2541_7715,1948630.32665154,373806.552194032
1440_21725,1947950.23236223,373462.400686726
2448_21724,1948475.01377083,373409.90078726
1440_21725,1947950.23236223,373462.400686726
8445_22195,1947597.69947428,373470.479517386
2344_21730,1948381.98764958,372687.77326287
2442_7787,1948368.1046,373132.9488
8343_21731,1947260.38189663,372458.067758276
8444_22196,1947260.28842606,372926.453017408
8241_21738,1947631.85406457,372083.695411932
