2111_2312,1949015.8575220525,366173.2958577741
2215_2326,1949015.4347726172,366314.54384217085
2111_2312,1949015.8575220525,366173.2958577741
2112_2313,1949067.2638533658,366173.9722568703
2112_2313,1949067.2638533658,366173.9722568703
2113_2314,1949134.903762989,366173.9722568703
2114_2315,1948594.9787531588,366191.3736804945
2115_17289,1948594.5644587125,366033.2685623714
2208_2322,1948851.5539856572,366531.90759814694
2209_2316,1948851.6173980725,366410.6207852041
2203_2317,1948603.7378043935,366605.57316684385
2204_2318,1948680.415,366608.9963
4547_23184,1949764.1410786342,374082.1261506576
4640_17251,1949752.6916,374197.3403
Node_45884057755,1950761.2354704451,378235.6330495104
Node_4588966457,1950822.5241164193,378243.74537375337
Node_45884057755,1950761.2354704451,378235.6330495104
Node_4588966958,1950207.350476274,378211.5934413416
8641_10343,1952469.7316559504,358545.7440785664
8643_10345,1952530.3694821293,358596.75647504616
8643_10345,1952530.3694821293,358596.75647504616
8742_9711,1952612.3446049336,359074.4834948685
1806_4674,1953682.953774039,360343.04698648036
1840_10493,1953682.3331751626,360360.7783829486
8705_1122,1952803.388707678,359727.9385260522
8706_1123,1952865.5213150894,359801.0898662994
8706_1123,1952865.5213150894,359801.0898662994
8800_1133,1952888.7436351352,359852.69502195664
8800_1133,1952888.7436351352,359852.69502195664
8801_1134,1952937.7685330096,359948.1645599225
8801_1134,1952937.7685330096,359948.1645599225
8802_1135,1952990.425950044,360057.565070924
1800_4669,1953073.8198815861,360222.70156902703
8802_1135,1952990.425950044,360057.565070924
1704_1180,1947623.218227749,359664.49425985495
1712_1193,1947603.945695125,359385.33157649066
1704_1180,1947623.218227749,359664.49425985495
1809_1201,1947629.3282781788,359781.8650258817
1100_2551,1947652.2822514155,360299.44667531893
1808_1200,1947640.2066449914,360029.6936254099
1808_1200,1947640.2066449914,360029.6936254099
1809_1201,1947629.3282781788,359781.8650258817
1710_2484,1948443.482,364859.4417
1743_12569,1948445.4913948504,364659.4801824286
1445_9596,1948246.4388661345,362698.00833573006
1450_12570,1948246.637029932,362824.1329875213
1840_8365,1942470.980731371,370770.54000768164
1843_12583,1942560.724,370768.4218
4741_8509,1949963.9313293472,369614.2239755279
4847_12584,1950005.8680733133,369772.5013640458
4847_12584,1950005.8680733133,369772.5013640458
4848_12585,1950005.2685643067,370047.4579213349
2445_12600,1949181.701470427,372356.9241406138
2450_22785,1948766.8185529048,372924.03398245125
2444_7790,1949195.1132946226,372734.8665465094
2445_12600,1949181.701470427,372356.9241406138
2446_12601,1948998.9960821501,372356.43912726414
2449_22784,1948522.2158287817,372926.170816274
2443_7789,1948938.4389,372732.7163
2446_12601,1948998.9960821501,372356.43912726414
2447_12602,1948718.1573101415,372356.28346482397
2450_22785,1948766.8185529048,372924.03398245125
2444_7790,1949195.1132946226,372734.8665465094
2447_12602,1948718.1573101415,372356.28346482397
